CpordID,Wk,CpSales,VidWk,PreVidWk,PostVidWk,FpPriceDiscWk,FpEmailWk,FpCatalogWk,FpHomePgWk,FpCatPgWk,CpPriceDiscWk,CpEmailWk,CpCatalogWk,CpHomePgWk,CpCatPgWk
3852,14,27,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,15,23,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,16,17,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,20,24,1,0,0,0,0,0,0,0,0,0,0,0,0
3852,21,46,1,0,0,0,0,0,0,0,1,0,0,0,0
3857,11,28,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,12,37,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,13,254,1,0,0,0,0,0,0,0,1,0,0,0,0
3857,14,34,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,16,24,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,17,21,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,18,51,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,19,30,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,20,63,1,0,0,0,0,0,0,0,0,0,0,0,0
3857,21,55,1,0,0,0,0,0,0,0,1,0,0,0,0
3861,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,2,40,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,4,83,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,5,53,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,6,79,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,7,84,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,8,52,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,10,68,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,11,57,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,12,67,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,13,391,1,0,0,0,0,0,0,0,1,0,0,0,0
3861,14,58,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,15,39,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,16,54,1,0,0,0,0,0,0,0,0,0,0,0,0
3861,17,38,1,0,0,0,0,0,0,0,0,0,0,0,0
